DATE,simulated_DO,aerator_on,pred_DO_delta_applied
2018-07-15 00:00:00,0.633088712159131,True,
2018-07-15 01:00:00,1.133088712159131,True,
2018-07-15 02:00:00,1.633088712159131,True,
2018-07-15 03:00:00,2.133088712159131,True,
2018-07-15 04:00:00,2.633088712159131,True,
2018-07-15 05:00:00,3.133088712159131,False,-0.0336531081740847
2018-07-15 06:00:00,3.086684681562774,False,-0.0464040305963571
2018-07-15 07:00:00,2.9999038976292383,True,
2018-07-15 08:00:00,3.4999038976292383,True,
2018-07-15 09:00:00,3.9999038976292383,True,
2018-07-15 10:00:00,4.499903897629238,False,-0.0671339479627317
2018-07-15 11:00:00,4.432769949666507,False,-0.0671339479627317
2018-07-15 12:00:00,4.391350710400958,False,-0.0414192392655487
2018-07-15 13:00:00,4.3770079673741895,False,-0.0143427430267678
2018-07-15 14:00:00,4.377082448551718,False,7.448117752863102e-05
2018-07-15 15:00:00,4.377588901009965,False,0.0005064524582461
2018-07-15 16:00:00,4.369591676377603,False,-0.007997224632362
2018-07-15 17:00:00,4.3260202087842705,False,-0.0435714675933321
2018-07-15 18:00:00,4.282448741190938,False,-0.0435714675933321
2018-07-15 19:00:00,4.201586923364106,False,-0.080861817826833
2018-07-15 20:00:00,4.168387434043139,False,-0.0331994893209669
2018-07-15 21:00:00,4.135187944722173,False,-0.0331994893209669
2018-07-15 22:00:00,4.105019098044779,False,-0.0301688466773941
2018-07-15 23:00:00,4.078387351493081,False,-0.0266317465516981
2018-07-16 00:00:00,4.0105418209234225,False,-0.067845530569659
2018-07-16 01:00:00,3.967925199960072,False,-0.0426166209633501
2018-07-16 02:00:00,3.925308578996722,False,-0.0426166209633501
2018-07-16 03:00:00,3.91211250464738,False,-0.0131960743493419
2018-07-16 04:00:00,3.9025795847665417,False,-0.0095329198808383
2018-07-16 05:00:00,3.9077173307130244,False,0.0051377459464826
2018-07-16 06:00:00,3.912191308986266,False,0.0044739782732415
2018-07-16 07:00:00,3.9173980088190876,False,0.0052066998328217
2018-07-16 08:00:00,3.9061947810350657,False,-0.011203227784022
2018-07-16 09:00:00,3.8853629293196708,False,-0.0208318517153949
2018-07-16 10:00:00,3.8481885971459002,False,-0.0371743321737706
2018-07-16 11:00:00,3.8110142649721297,False,-0.0371743321737706
2018-07-16 12:00:00,3.7939735306804088,False,-0.0170407342917211
2018-07-16 13:00:00,3.784015684589612,False,-0.009957846090797
2018-07-16 14:00:00,3.775582340734997,False,-0.0084333438546148
2018-07-16 15:00:00,3.7356183239694536,False,-0.0399640167655437
2018-07-16 16:00:00,3.69565430720391,False,-0.0399640167655437
2018-07-16 17:00:00,3.619941743302568,False,-0.0757125639013425
2018-07-16 18:00:00,3.588390557383634,False,-0.0315511859189339
2018-07-16 19:00:00,3.555191068062667,False,-0.0331994893209669
2018-07-16 20:00:00,3.522523396294226,False,-0.0326676717684408
2018-07-16 21:00:00,3.5423384061541108,False,0.0198150098598849
2018-07-16 22:00:00,3.541061623551529,False,-0.0012767826025815
2018-07-16 23:00:00,3.5254005696918913,False,-0.0156610538596378
2018-07-17 00:00:00,3.4928452730539585,False,-0.0325552966379328
2018-07-17 01:00:00,3.4602899764160258,False,-0.0325552966379328
2018-07-17 02:00:00,3.441602464456582,False,-0.0186875119594436
2018-07-17 03:00:00,3.4240899721102,False,-0.0175124923463823
2018-07-17 04:00:00,3.421363631114827,False,-0.002726340995373
2018-07-17 05:00:00,3.423785686286805,False,0.002422055171978
2018-07-17 06:00:00,3.4219007039942033,False,-0.0018849822926013
2018-07-17 07:00:00,3.4064345191537084,False,-0.0154661848404948
2018-07-17 08:00:00,3.3882845261191252,False,-0.0181499930345833
2018-07-17 09:00:00,3.365960332222776,False,-0.0223241938963493
2018-07-17 10:00:00,3.3508226935738845,False,-0.0151376386488914
2018-07-17 11:00:00,3.3378175671629298,False,-0.0130051264109546
2018-07-17 12:00:00,3.3118720455068043,False,-0.0259455216561255
2018-07-17 13:00:00,3.251145027934874,False,-0.06072701757193
2018-07-17 14:00:00,3.200597466752,False,-0.0505475611828741
2018-07-17 15:00:00,3.1569617058129853,False,-0.0436357609390144
2018-07-17 16:00:00,3.1286214661970138,False,-0.0283402396159716
2018-07-17 17:00:00,3.0987325450991037,False,-0.0298889210979102
2018-07-17 18:00:00,3.088031108158999,False,-0.0107014369401048
2018-07-17 19:00:00,3.072117515814744,False,-0.0159135923442551
2018-07-17 20:00:00,3.061255366189344,False,-0.0108621496254001
2018-07-17 21:00:00,3.0096065546649,False,-0.0516488115244437
2018-07-17 22:00:00,2.9586904647000365,True,
2018-07-17 23:00:00,3.4586904647000365,True,
2018-07-18 00:00:00,3.9586904647000365,True,
2018-07-18 01:00:00,4.4586904647000365,False,-0.0093375651995257
2018-07-18 02:00:00,4.454097110531365,False,-0.0045933541686713
2018-07-18 03:00:00,4.466276220720316,False,0.0121791101889509
2018-07-18 04:00:00,4.47338992290892,False,0.0071137021886033
2018-07-18 05:00:00,4.473346544432805,False,-4.337847611499667e-05
2018-07-18 06:00:00,4.447213072291405,False,-0.0261334721413998
2018-07-18 07:00:00,4.419753220068895,False,-0.0274598522225107
2018-07-18 08:00:00,4.357017807948394,False,-0.0627354121205003
2018-07-18 09:00:00,4.294282395827894,False,-0.0627354121205003
2018-07-18 10:00:00,4.29237132279786,False,-0.0019110730300339
2018-07-18 11:00:00,4.293416402041729,False,0.0010450792438699
2018-07-18 12:00:00,4.2539863538708556,False,-0.039430048170874
2018-07-18 13:00:00,4.183901851108536,False,-0.0700845027623196
2018-07-18 14:00:00,4.119858889898986,False,-0.0640429612095498
2018-07-18 15:00:00,4.052201022728056,False,-0.0676578671709303
2018-07-18 16:00:00,3.9922624861743254,False,-0.0599385365537305
2018-07-18 17:00:00,3.924693091966902,False,-0.0675693942074232
2018-07-18 18:00:00,3.8437009641829807,False,-0.0809921277839213
2018-07-18 19:00:00,3.756539829614396,False,-0.0871611345685849
2018-07-18 20:00:00,3.6895199080655234,False,-0.0670199215488724
2018-07-18 21:00:00,3.622499986516651,False,-0.0670199215488724
2018-07-18 22:00:00,3.5554800649677785,False,-0.0670199215488724
2018-07-18 23:00:00,3.4943142336334208,False,-0.0611658313343578
2018-07-19 00:00:00,3.4861123887484577,False,-0.008201844884963
2018-07-19 01:00:00,3.4794613238527945,False,-0.0066510648956631
2018-07-19 02:00:00,3.435355698805377,False,-0.0441056250474174
2018-07-19 03:00:00,3.4233935799294435,False,-0.0119621188759335
2018-07-19 04:00:00,3.4047711989008276,False,-0.0186223810286161
2018-07-19 05:00:00,3.4016557997654377,False,-0.0031153991353899
2018-07-19 06:00:00,3.39219882911304,False,-0.0094569706523977
2018-07-19 07:00:00,3.3760833550306755,False,-0.0161154740823645
2018-07-19 08:00:00,3.363167323511007,False,-0.0129160315196684
2018-07-19 09:00:00,3.342325542298995,False,-0.0208417812120125
2018-07-19 10:00:00,3.360715245583868,False,0.0183897032848731
2018-07-19 11:00:00,3.379104948868741,False,0.0183897032848731
2018-07-19 12:00:00,3.368855277050735,False,-0.0102496718180057
2018-07-19 13:00:00,3.309487618879439,False,-0.0593676581712959
2018-07-19 14:00:00,3.2423054142784618,False,-0.0671822046009773
2018-07-19 15:00:00,3.197098667708548,False,-0.0452067465699139
2018-07-19 16:00:00,3.1676346746413144,False,-0.0294639930672337
2018-07-19 17:00:00,3.0992838503486495,False,-0.0683508242926649
2018-07-19 18:00:00,3.036129049149089,False,-0.0631548011995603
2018-07-19 19:00:00,2.978778172837279,True,
2018-07-19 20:00:00,3.478778172837279,True,
2018-07-19 21:00:00,3.978778172837279,True,
2018-07-19 22:00:00,4.478778172837279,False,-0.0894333344441599
2018-07-19 23:00:00,4.430583186760741,False,-0.0481949860765384
2018-07-20 00:00:00,4.405856493320498,False,-0.0247266934402422
2018-07-20 01:00:00,4.3851179251590455,False,-0.0207385681614531
2018-07-20 02:00:00,4.3645182085029,False,-0.0205997166561461
2018-07-20 03:00:00,4.357430891103985,False,-0.0070873173989146
2018-07-20 04:00:00,4.361689809727848,False,0.0042589186238627
2018-07-20 05:00:00,4.359902890467522,False,-0.0017869192603257
2018-07-20 06:00:00,4.363878901702204,False,0.003976011234682
2018-07-20 07:00:00,4.367854912936886,False,0.003976011234682
2018-07-20 08:00:00,4.373041347159774,False,0.0051864342228879
2018-07-20 09:00:00,4.378227781382662,False,0.0051864342228879
2018-07-20 10:00:00,4.3834142156055504,False,0.0051864342228879
2018-07-20 11:00:00,4.388582177916473,False,0.0051679623109223
2018-07-20 12:00:00,4.393750140227396,False,0.0051679623109223
2018-07-20 13:00:00,4.398936574450284,False,0.0051864342228879
2018-07-20 14:00:00,4.399850398104015,False,0.0009138236537316
2018-07-20 15:00:00,4.396718832417356,False,-0.0031315656866591
2018-07-20 16:00:00,4.397841405387887,False,0.0011225729705315
2018-07-20 17:00:00,4.389900273849107,False,-0.0079411315387804
2018-07-20 18:00:00,4.391022846819638,False,0.0011225729705315
2018-07-20 19:00:00,4.385640152930389,False,-0.0053826938892496
2018-07-20 20:00:00,4.38250858724373,False,-0.0031315656866591
2018-07-20 21:00:00,4.379358549645105,False,-0.0031500375986247
2018-07-20 22:00:00,4.376208512046481,False,-0.0031500375986247
2018-07-20 23:00:00,4.376492380407677,False,0.0002838683611955
2018-07-21 00:00:00,4.36990629150152,False,-0.0065860889061567
2018-07-21 01:00:00,4.3633202025953635,False,-0.0065860889061567
2018-07-21 02:00:00,4.356734113689207,False,-0.0065860889061567
2018-07-21 03:00:00,4.35014802478305,False,-0.0065860889061567
2018-07-21 04:00:00,4.342561935806113,False,-0.0075860889769372
2018-07-21 05:00:00,4.334975846829177,False,-0.0075860889769372
2018-07-21 06:00:00,4.32738975785224,False,-0.0075860889769372
